id_avaliacao,avaliacao_dificuldade_fg,avaliacao_dificuldade_ce,avaliacao_equipamentos,avaliacao_ambiente
1879,Resposta anulada,Muito fácil,Concordo parcialmente,Não se aplica
1880,Difícil,Muito fácil,Concordo,Não sei responder
1881,Fácil,Resposta anulada,Não sei responder,Concordo
1882,Difícil,Muito fácil,Concordo,Discordo totalmente
1883,Resposta anulada,Fácil,Concordo totalmente,Discordo parcialmente
1884,Fácil,Muito fácil,Não se aplica,Discordo parcialmente
1885,Resposta anulada,Muito fácil,Não se aplica,Concordo
1886,Difícil,Muito fácil,Não se aplica,Concordo
1887,Muito fácil,Muito fácil,Não sei responder,Discordo
1888,Resposta anulada,Muito fácil,Discordo totalmente,Concordo totalmente
1889,Muito difícil,Muito fácil,Concordo totalmente,Discordo totalmente
1890,Resposta anulada,Muito fácil,Concordo totalmente,Não sei responder
1891,Muito difícil,Muito fácil,Concordo totalmente,Não sei responder
1892,Fácil,Muito difícil,Não se aplica,Concordo totalmente
1893,Fácil,Muito fácil,Concordo,Discordo
1894,Resposta anulada,Muito fácil,Não se aplica,Concordo totalmente
1895,Muito difícil,Muito fácil,Concordo,Discordo parcialmente
1896,Resposta anulada,Fácil,Não sei responder,Concordo totalmente
1897,Muito difícil,Muito fácil,Não sei responder,Concordo totalmente
1898,Resposta anulada,Muito fácil,Concordo,Não sei responder
1899,Muito difícil,Muito fácil,Concordo,Não se aplica
1900,Resposta anulada,Difícil,Não se aplica,Concordo
1901,Muito difícil,Muito fácil,Não sei responder,Não se aplica
1902,Muito difícil,Resposta anulada,Discordo totalmente,Discordo
1903,Resposta anulada,Fácil,Discordo totalmente,Concordo totalmente
1904,Fácil,Muito fácil,Discordo parcialmente,Não sei responder
1905,Resposta anulada,Médio,Não sei responder,Não se aplica
1906,Muito fácil,Fácil,Não sei responder,Discordo
1907,Difícil,Fácil,Discordo,Não se aplica
1908,Resposta anulada,Muito fácil,Concordo parcialmente,Concordo totalmente
1909,Muito fácil,Muito difícil,Discordo totalmente,Não sei responder
1910,Muito difícil,Muito fácil,Não sei responder,Discordo
1911,Muito difícil,Muito fácil,Discordo totalmente,Concordo
1912,Resposta anulada,Muito fácil,Não sei responder,Concordo totalmente
1913,Difícil,Muito fácil,Não sei responder,Discordo
1914,Muito difícil,Muito fácil,Não se aplica,Discordo parcialmente
1915,Resposta anulada,Fácil,Discordo,Discordo totalmente
1916,Médio,Muito fácil,Concordo totalmente,Discordo
1917,Médio,Muito fácil,Discordo totalmente,Não se aplica
1918,Muito difícil,Fácil,Não se aplica,Concordo totalmente
1919,Fácil,Muito fácil,Não se aplica,Discordo
1920,Difícil,Muito fácil,Não sei responder,Discordo parcialmente
1921,Resposta anulada,Fácil,Concordo,Não se aplica
1922,Resposta anulada,Muito fácil,Não se aplica,Não sei responder
1923,Muito difícil,Fácil,Não se aplica,Não sei responder
1924,Difícil,Muito fácil,Concordo parcialmente,Discordo totalmente
1925,Difícil,Muito fácil,Concordo parcialmente,Discordo
1926,Difícil,Muito fácil,Discordo totalmente,Concordo
1927,Resposta anulada,Muito fácil,Discordo totalmente,Concordo
1928,Difícil,Muito fácil,Não se aplica,Discordo totalmente
1929,Médio,Resposta anulada,Concordo totalmente,Não se aplica
1930,Difícil,Muito fácil,Discordo parcialmente,Não sei responder
1931,Resposta anulada,Difícil,Concordo parcialmente,Não sei responder
1932,Difícil,Muito fácil,Concordo totalmente,Discordo parcialmente
1933,Muito fácil,Resposta anulada,Não sei responder,Discordo totalmente
1934,Resposta anulada,Difícil,Discordo totalmente,Concordo parcialmente
1935,Muito difícil,Fácil,Não sei responder,Discordo parcialmente
1936,Resposta anulada,Médio,Concordo,Discordo totalmente
1937,Muito difícil,Fácil,Concordo,Não sei responder
1938,Médio,Muito fácil,Concordo totalmente,Discordo totalmente
1939,Médio,Muito fácil,Não se aplica,Discordo parcialmente
1940,Muito difícil,Fácil,Discordo totalmente,Concordo totalmente
1941,Resposta anulada,Fácil,Concordo totalmente,Não se aplica
1942,Resposta anulada,Muito fácil,Discordo,Concordo parcialmente
1943,Muito difícil,Fácil,Discordo parcialmente,Não sei responder
1944,Muito difícil,Muito fácil,Discordo,Não se aplica
1945,Resposta anulada,Muito fácil,Discordo,Concordo totalmente
1946,Difícil,Resposta anulada,Não se aplica,Não sei responder
1947,Difícil,Muito fácil,Discordo,Concordo
1948,Difícil,Fácil,Não sei responder,Discordo
1949,Difícil,Muito fácil,Discordo,Não sei responder
1950,Muito difícil,Fácil,Discordo totalmente,Não se aplica
1951,Fácil,Muito difícil,Discordo parcialmente,Não se aplica
1952,Fácil,Resposta anulada,Concordo totalmente,Não sei responder
1953,Difícil,Muito fácil,Não se aplica,Não sei responder
1954,Muito difícil,Fácil,Discordo totalmente,Não sei responder
1955,Resposta anulada,Fácil,Não sei responder,Não se aplica
1956,Resposta anulada,Fácil,Discordo parcialmente,Concordo totalmente
1957,Difícil,Resposta anulada,Não sei responder,Concordo
1958,Muito difícil,Muito fácil,Não se aplica,Concordo
1959,Resposta anulada,Médio,Discordo totalmente,Não se aplica
1960,Muito fácil,Difícil,Concordo,Discordo totalmente
1961,Resposta anulada,Fácil,Concordo totalmente,Discordo
1962,Muito difícil,Fácil,Não sei responder,Concordo totalmente
1963,Difícil,Muito fácil,Discordo totalmente,Não sei responder
1964,Muito difícil,Muito fácil,Discordo parcialmente,Não se aplica
1965,Muito difícil,Muito fácil,Não sei responder,Concordo parcialmente
1966,Fácil,Muito fácil,Não sei responder,Discordo
1967,Fácil,Resposta anulada,Concordo parcialmente,Não se aplica
1968,Muito difícil,Muito fácil,Discordo totalmente,Concordo totalmente
1969,Difícil,Muito fácil,Não se aplica,Discordo parcialmente
1970,Resposta anulada,Fácil,Concordo,Discordo
1971,Muito difícil,Fácil,Não sei responder,Concordo
1972,Fácil,Resposta anulada,Não se aplica,Concordo
1973,Médio,Resposta anulada,Concordo parcialmente,Não se aplica
1974,Resposta anulada,Fácil,Discordo parcialmente,Discordo totalmente
1975,Muito difícil,Fácil,Concordo totalmente,Discordo totalmente
1976,Muito difícil,Muito fácil,Não se aplica,Não sei responder
1977,Muito fácil,Resposta anulada,Concordo totalmente,Não se aplica
1978,Muito difícil,Resposta anulada,Concordo totalmente,Discordo parcialmente
1979,Muito fácil,Médio,Não se aplica,Discordo totalmente
1980,Resposta anulada,Muito fácil,Discordo totalmente,Discordo
1981,Fácil,Resposta anulada,Não se aplica,Concordo totalmente
1982,Resposta anulada,Fácil,Discordo,Concordo totalmente
1983,Muito difícil,Muito fácil,Não sei responder,Concordo
1984,Resposta anulada,Médio,Discordo parcialmente,Não se aplica
1985,Muito difícil,Muito fácil,Concordo totalmente,Discordo parcialmente
1986,Muito fácil,Resposta anulada,Concordo,Não sei responder
1987,Resposta anulada,Muito difícil,Não sei responder,Concordo totalmente
1988,Resposta anulada,Difícil,Concordo totalmente,Discordo parcialmente
1989,Resposta anulada,Fácil,Não se aplica,Concordo parcialmente
1990,Resposta anulada,Médio,Concordo parcialmente,Discordo totalmente
1991,Fácil,Fácil,Não informado,Não informado
1992,Fácil,Muito difícil,Discordo parcialmente,Discordo totalmente
1993,Difícil,Muito fácil,Não informado,Não informado
1994,Resposta anulada,Muito fácil,Discordo totalmente,Não se aplica
1995,Difícil,Resposta anulada,Concordo,Discordo totalmente
1996,Muito difícil,Fácil,Concordo parcialmente,Discordo totalmente
1997,Fácil,Resposta anulada,Não sei responder,Discordo
1998,Resposta anulada,Fácil,Concordo totalmente,Não sei responder
1999,Resposta anulada,Fácil,Concordo parcialmente,Discordo totalmente
2000,Resposta anulada,Muito fácil,Discordo parcialmente,Discordo
2001,Resposta anulada,Médio,Concordo totalmente,Discordo totalmente
2002,Fácil,Resposta anulada,Discordo parcialmente,Concordo totalmente
2003,Muito fácil,Fácil,Não sei responder,Discordo totalmente
2004,Resposta anulada,Difícil,Não sei responder,Não se aplica
2005,Muito difícil,Muito fácil,Discordo,Não sei responder
2006,Muito difícil,Muito difícil,Não informado,Não informado
2007,Resposta anulada,Médio,Discordo,Concordo
2008,Muito difícil,Muito fácil,Concordo parcialmente,Discordo totalmente
2009,Resposta anulada,Fácil,Discordo,Discordo parcialmente
2010,Muito difícil,Muito fácil,Discordo parcialmente,Não sei responder
2011,Difícil,Fácil,Não sei responder,Discordo totalmente
2012,Difícil,Resposta anulada,Concordo,Não sei responder
2013,Muito fácil,Resposta anulada,Concordo totalmente,Concordo parcialmente
2014,Resposta anulada,Muito fácil,Concordo totalmente,Discordo parcialmente
2015,Muito difícil,Resposta anulada,Concordo totalmente,Não se aplica
2016,Fácil,Resposta anulada,Concordo,Discordo parcialmente
2017,Resposta anulada,Muito difícil,Não se aplica,Concordo totalmente
2018,Difícil,Fácil,Não se aplica,Discordo
2019,Resposta anulada,Difícil,Discordo parcialmente,Concordo totalmente
2020,Resposta anulada,Fácil,Concordo totalmente,Discordo totalmente
2021,Resposta anulada,Médio,Concordo totalmente,Discordo
2022,Resposta anulada,Fácil,Não informado,Não informado
2023,Resposta anulada,Difícil,Não sei responder,Concordo totalmente
2024,Muito difícil,Muito fácil,Concordo totalmente,Discordo
2025,Muito difícil,Muito fácil,Não se aplica,Discordo totalmente
2026,Muito difícil,Fácil,Discordo totalmente,Concordo
2027,Muito fácil,Difícil,Não se aplica,Discordo totalmente
2028,Resposta anulada,Fácil,Não sei responder,Concordo parcialmente
2029,Fácil,Muito difícil,Não sei responder,Concordo totalmente
2030,Difícil,Muito fácil,Não sei responder,Discordo totalmente
2031,Resposta anulada,Difícil,Discordo,Concordo totalmente
2032,Resposta anulada,Difícil,Não se aplica,Concordo parcialmente
2033,Muito difícil,Muito fácil,Não sei responder,Discordo parcialmente
2034,Resposta anulada,Difícil,Discordo totalmente,Discordo parcialmente
2035,Resposta anulada,Muito fácil,Concordo,Não se aplica
2036,Resposta anulada,Fácil,Não se aplica,Concordo
2037,Médio,Fácil,Não informado,Não informado
2038,Resposta anulada,Muito difícil,Discordo parcialmente,Não sei responder
2039,Médio,Resposta anulada,Concordo,Não sei responder
2040,Resposta anulada,Médio,Discordo totalmente,Não sei responder
2041,Resposta anulada,Difícil,Discordo totalmente,Não sei responder
2042,Difícil,Fácil,Não sei responder,Não informado
2043,Difícil,Muito fácil,Não sei responder,Não informado
2044,Muito difícil,Muito fácil,Não sei responder,Discordo totalmente
2045,Resposta anulada,Muito fácil,Não se aplica,Discordo
2046,Muito difícil,Resposta anulada,Não se aplica,Não sei responder
2047,Resposta anulada,Fácil,Não se aplica,Não sei responder
2048,Resposta anulada,Médio,Não informado,Não informado
2049,Difícil,Fácil,Não informado,Não informado
2050,Muito difícil,Médio,Não informado,Não informado
2051,Médio,Muito fácil,Não informado,Não informado
2052,Muito difícil,Fácil,Não informado,Não informado
2053,Muito difícil,Muito fácil,Não informado,Não informado
2054,Muito fácil,Médio,Não informado,Não informado
2055,Muito fácil,Muito fácil,Não informado,Não informado
2056,Fácil,Difícil,Não informado,Não informado
2057,Muito difícil,Difícil,Não informado,Não informado
2058,Resposta anulada,Muito fácil,Não informado,Não informado
2059,Fácil,Muito fácil,Não informado,Não informado
2060,Resposta anulada,Difícil,Não informado,Não informado
2061,Muito fácil,Fácil,Não informado,Não informado
2062,Fácil,Muito difícil,Não informado,Não informado
2063,Médio,Resposta anulada,Não informado,Não informado
2064,Difícil,Muito difícil,Não informado,Não informado
2065,Resposta anulada,Muito difícil,Não informado,Não informado
2066,Muito fácil,Difícil,Não informado,Não informado
2067,Muito fácil,Muito difícil,Não informado,Não informado
2068,Difícil,Resposta anulada,Não informado,Não informado
2069,Fácil,Resposta anulada,Não informado,Não informado
2070,Muito difícil,Resposta anulada,Não informado,Não informado
2071,Muito fácil,Resposta anulada,Não informado,Não informado
2072,Difícil,Resposta anulada,Discordo parcialmente,Não se aplica
2073,Muito fácil,Resposta anulada,Discordo parcialmente,Discordo
2074,Muito fácil,Resposta anulada,Discordo totalmente,Discordo parcialmente
2075,Difícil,Muito fácil,Não se aplica,Discordo
2076,Resposta anulada,Médio,Não se aplica,Discordo parcialmente
2077,Resposta anulada,Muito difícil,Discordo totalmente,Discordo
2078,Resposta anulada,Muito fácil,Discordo parcialmente,Concordo totalmente
2079,Resposta anulada,Muito fácil,Discordo parcialmente,Discordo totalmente
2080,Muito difícil,Fácil,Não sei responder,Concordo parcialmente
2081,Fácil,Resposta anulada,Discordo totalmente,Concordo parcialmente
2082,Difícil,Resposta anulada,Concordo totalmente,Discordo parcialmente
2083,Muito difícil,Resposta anulada,Não se aplica,Concordo totalmente
2084,Difícil,Médio,Concordo,Não informado
2085,Muito difícil,Resposta anulada,Não se aplica,Concordo
2086,Muito difícil,Muito fácil,Discordo totalmente,Não sei responder
2087,Muito difícil,Fácil,Não se aplica,Discordo
2088,Fácil,Muito difícil,Discordo totalmente,Não sei responder
2089,Difícil,Médio,Discordo parcialmente,Não informado
2090,Médio,Resposta anulada,Não se aplica,Não sei responder
2091,Fácil,Muito difícil,Discordo totalmente,Não se aplica
2092,Fácil,Muito difícil,Não sei responder,Discordo totalmente
2093,Fácil,Muito difícil,Concordo totalmente,Discordo
